qkey,SATIS_W86,PERSFIN_W86,SELFNAT_W86,AFROLATINO_W86,POL1JB_W86,HISPSIT_W86,RACESURV56_W86,SKINCLR_W86,F_RACECMB,F_GENDER,F_PARTYSUM_FINAL,F_EDUCCAT3,PRIMARY_LANGUAGE_W86,immgen,discrimlv
3277,1,2,3,1,1,3,2,2,5,2,2,3,1,1,3
3282,2,3,4,2,2,1,2,2,1,2,2,2,3,1,2
3294,2,3,1,2,1,3,2,3,,2,2,2,2,3,2
3295,1,4,4,2,1,3,2,5,1,1,1,3,2,1,0
3296,2,3,4,2,1,2,2,2,5,2,2,1,1,1,6
3300,2,2,2,2,1,2,2,6,1,2,2,1,2,2,4
3301,1,4,2,2,1,3,1,2,1,1,2,2,1,3,0
3302,2,2,4,2,1,1,2,1,1,2,2,1,2,1,0
3304,2,2,2,2,2,3,2,1,1,2,1,2,1,3,1
3311,2,2,4,1,1,3,2,4,5,1,2,2,3,1,0
3316,2,3,2,2,2,3,1,2,1,3,2,1,1,3,1
3317,1,3,1,1,1,1,2,1,5,2,2,3,3,3,0
3320,1,2,3,1,2,2,2,2,1,2,2,2,3,1,3
3322,1,2,3,2,1,3,2,3,1,1,2,3,3,1,0
3323,1,3,2,2,1,2,2,4,1,2,2,2,1,3,0
3326,1,3,2,2,1,2,2,,,,2,2,2,2,2
3328,2,2,2,2,2,2,2,5,4,2,1,1,1,2,
3330,1,3,4,2,1,1,2,3,1,2,2,2,3,1,0
3333,1,3,3,2,1,1,2,2,1,2,2,2,3,1,1
3338,1,3,3,2,1,1,2,2,1,2,2,2,3,1,3
3339,2,1,2,2,1,3,2,1,1,1,2,1,1,2,0
3341,1,3,4,2,,3,8,,5,2,9,3,3,1,
3343,1,2,4,2,1,3,1,6,1,2,2,1,3,1,1
3348,1,2,3,2,1,2,2,3,5,2,2,3,3,1,5
3351,2,2,4,2,1,1,2,4,1,2,2,1,2,1,
3353,1,3,3,2,1,2,2,4,1,2,2,2,2,1,0
3354,1,2,2,2,1,3,1,1,1,2,2,2,2,3,0
3356,2,2,2,2,1,1,1,3,1,1,2,1,1,3,0
3359,1,3,2,2,1,2,2,4,5,1,2,2,2,2,2
3360,1,3,2,2,1,1,8,2,1,2,2,2,1,2,1
3363,1,2,4,2,1,3,2,2,1,2,9,2,2,1,2
3364,2,3,4,2,1,3,2,,5,1,1,3,3,1,3
3366,2,3,4,2,2,1,2,5,,2,1,2,3,1,3
3369,1,2,4,2,1,3,2,2,5,2,9,1,3,1,1
3370,1,3,,2,1,3,2,3,5,1,2,3,3,,1
3372,1,2,4,1,1,1,2,4,5,2,1,1,3,1,0
3376,1,3,2,2,1,1,2,3,4,2,2,2,1,3,0
3377,2,2,4,2,1,2,2,2,,2,2,1,3,1,3
3381,2,4,2,2,1,3,2,2,1,2,1,2,2,2,0
3383,1,3,2,2,1,1,3,3,1,1,1,2,2,2,0
3385,1,2,2,2,1,3,2,4,1,2,2,1,2,2,2
3386,1,3,,2,1,3,2,1,,2,2,3,3,,0
3389,1,3,4,2,1,3,2,3,5,2,2,2,3,1,3
3390,1,2,4,2,1,1,2,2,1,1,9,1,3,1,1
3391,1,3,,2,1,3,2,4,5,2,2,2,3,,0
3392,2,3,2,2,1,1,1,2,1,1,2,1,2,2,0
3393,1,2,2,2,1,2,2,5,1,1,2,1,2,3,0
3394,1,2,4,2,1,1,2,2,1,2,2,2,3,1,2
3395,1,2,4,2,1,1,2,2,5,2,2,3,3,1,3
3399,1,3,1,1,1,1,4,5,2,1,2,3,1,3,6
3401,2,2,1,2,2,2,1,1,,2,2,3,2,3,0
3406,1,3,,1,1,3,2,2,5,2,1,1,3,,3
3407,2,1,,2,1,1,2,3,5,1,2,1,2,,0
3417,2,4,5,2,2,2,2,1,1,2,2,2,3,1,0
3420,1,2,3,2,1,3,1,1,1,1,2,1,2,1,1
3432,1,2,,2,1,2,2,2,5,2,2,1,3,,4
3439,2,3,2,2,1,3,2,5,5,1,2,1,1,2,0
3440,1,3,4,1,1,1,2,2,1,1,1,1,3,1,0
3442,2,2,2,2,,3,2,1,1,2,9,2,2,3,0
3447,1,2,4,2,1,1,2,2,1,2,2,3,2,1,1
3448,1,2,2,2,1,3,2,5,1,1,2,2,2,2,0
3449,2,3,1,2,2,2,2,4,1,1,2,2,3,3,7
3452,1,4,4,2,1,3,2,3,1,2,2,3,3,1,1
3454,,2,,,1,1,2,4,,2,1,3,3,,5
3455,1,2,4,2,1,2,1,3,1,1,2,1,2,1,2
3457,1,2,,2,1,3,8,2,1,2,9,2,3,,1
3461,1,3,4,2,1,2,2,2,,2,2,2,2,1,2
3466,2,3,2,2,2,3,1,2,4,2,9,2,1,3,0
3468,1,3,4,2,1,1,2,5,1,1,2,3,3,1,0
3480,1,3,4,2,1,3,2,2,1,1,2,2,3,1,2
3481,1,3,2,2,1,3,7,2,5,1,2,1,2,3,6
3483,2,3,4,2,1,3,1,1,1,2,2,1,2,1,1
3486,1,2,4,2,1,1,2,1,,1,2,2,3,1,0
3489,1,3,3,2,1,2,2,3,5,2,1,1,3,1,5
3490,2,2,2,2,2,3,2,4,1,2,1,1,1,2,2
3493,2,3,4,2,1,2,2,3,5,1,2,3,3,1,0
3494,2,3,4,2,1,3,2,3,5,2,2,2,3,1,5
3495,2,3,4,2,1,2,2,3,5,1,2,3,3,1,0
3500,1,1,2,2,1,1,2,4,1,1,2,1,2,2,0
3503,1,3,4,2,1,1,1,3,1,2,2,3,3,1,0
3504,2,3,4,1,1,3,2,3,1,1,2,3,3,1,0
3506,1,2,4,1,1,3,1,2,1,2,2,2,3,1,4
3508,2,3,4,2,1,1,2,2,1,2,2,2,2,1,1
3511,1,2,2,2,1,2,2,1,1,1,2,1,1,2,0
3512,2,3,2,1,2,1,7,,4,2,9,3,2,3,0
3513,2,4,3,2,2,2,1,1,1,2,2,3,3,1,1
3519,1,3,3,2,1,1,2,2,5,2,2,1,3,1,2
3521,1,3,3,2,1,1,1,2,1,1,2,1,2,1,0
3522,1,2,4,2,1,1,2,2,1,2,2,2,3,1,7
3523,1,2,2,2,1,3,2,2,5,1,2,1,1,3,0
3536,2,3,2,2,2,2,2,,5,2,9,2,2,2,1
3538,1,3,4,2,,3,2,3,5,2,9,2,3,1,0
3540,1,2,4,2,1,1,2,2,1,2,2,3,3,1,3
3541,1,2,2,2,1,3,2,2,1,2,2,1,1,98,0
3542,1,2,4,2,1,1,2,3,1,2,2,1,3,1,0
3543,1,3,4,2,1,1,2,3,5,1,2,2,3,1,0
3544,1,2,,2,1,1,2,2,1,2,9,2,3,,3
3546,1,2,4,2,1,1,2,1,5,1,2,2,2,1,0
3548,1,3,2,2,1,3,2,,1,2,2,2,1,3,1
3550,1,3,1,2,1,3,2,2,5,2,1,3,2,3,3
3553,2,2,2,2,2,2,2,4,1,1,1,1,2,2,4
3563,1,3,4,2,1,1,2,3,1,2,9,3,3,1,0
3567,2,4,1,2,2,2,2,3,5,1,2,2,3,3,1
3570,2,2,2,2,2,2,7,,4,2,9,1,2,2,0
3572,1,2,2,1,1,1,2,3,1,1,2,1,2,2,2
3574,2,4,3,2,1,2,2,3,5,1,1,3,3,1,6
3576,,,4,2,,3,2,,1,2,2,3,3,1,2
3579,2,2,2,2,,3,2,4,1,2,9,1,1,3,0
3580,1,2,,2,1,3,2,4,1,2,2,3,3,,0
3585,2,3,2,2,1,2,2,3,1,1,1,1,1,2,0
3589,2,3,5,2,2,2,1,1,1,2,1,2,3,1,0
3592,2,2,4,2,1,3,2,2,1,2,2,2,3,1,0
3595,2,2,3,2,1,3,2,7,4,2,2,1,1,1,2
3601,1,3,2,2,1,3,1,2,1,1,2,1,1,3,0
3605,2,4,2,2,1,3,2,3,5,2,2,2,2,3,0
3606,1,,4,2,1,3,2,2,1,2,2,3,3,1,0
3607,2,3,3,1,1,3,2,1,1,2,2,3,2,1,0
3608,2,3,3,1,1,2,7,5,5,1,2,2,2,1,6
3610,2,2,2,2,1,3,7,2,1,2,2,1,1,3,0
3612,2,2,3,2,1,1,2,3,1,2,1,1,3,1,4
3614,2,4,,2,2,2,8,5,,2,2,2,3,,5
3615,1,,4,1,1,1,1,1,1,2,1,3,3,1,0
3619,1,2,3,2,1,1,,2,1,1,1,1,2,1,0
3620,1,2,3,2,1,1,1,1,5,2,2,1,3,1,0
3623,2,3,4,2,1,1,2,2,1,1,2,1,3,1,0
3626,2,1,2,2,1,3,2,2,1,2,1,1,1,2,0
3629,2,4,4,2,1,2,2,3,1,1,9,1,3,1,1
3635,1,2,4,2,1,3,2,2,1,1,2,1,3,1,0
3637,1,2,4,1,1,1,2,6,5,1,1,2,2,1,6
3647,1,2,2,2,1,3,1,2,1,2,1,1,2,3,0
3652,1,2,4,2,1,3,2,2,5,2,1,1,3,1,0
3653,1,2,2,2,1,3,2,2,1,1,2,1,2,2,0
3655,1,3,4,2,1,3,2,2,1,2,2,2,3,1,0
3661,2,4,2,2,2,2,2,5,5,1,1,1,1,3,7
3663,2,3,3,2,1,3,5,,4,2,9,2,3,1,0
3665,2,3,2,2,,2,2,2,1,2,2,1,2,3,0
3668,2,2,3,2,1,3,7,4,5,1,2,3,2,1,0
3675,2,3,,2,1,3,,4,,2,2,3,2,,
3678,2,3,2,1,1,1,2,1,1,1,1,2,3,2,0
3682,1,1,2,2,1,1,2,10,1,2,1,2,2,2,7
3699,2,2,2,2,2,2,7,4,1,2,2,2,2,2,1
3700,1,4,2,2,1,3,1,3,1,2,1,2,2,2,0
3705,2,4,5,2,2,3,2,1,1,1,1,2,2,1,5
3706,1,2,4,2,1,3,2,2,1,2,9,1,3,1,0
3707,1,3,4,2,1,3,2,3,1,2,2,1,2,1,0
3710,1,3,4,2,1,1,2,6,5,1,2,1,2,1,0
3711,1,3,2,2,1,2,1,1,1,1,2,2,2,3,0
3715,1,4,2,2,1,3,2,2,1,1,1,2,1,2,0
3716,2,3,,2,,2,8,,1,2,9,1,2,,5
3720,1,3,3,2,1,3,2,4,5,2,9,2,3,1,3
3722,1,2,4,2,1,2,2,5,1,2,2,2,3,1,0
3724,2,2,4,2,1,3,2,4,1,2,2,3,3,1,8
3725,2,3,4,2,1,3,1,1,4,1,2,1,2,1,5
3728,1,3,3,2,1,1,2,2,1,1,2,1,3,1,1
3729,1,3,2,2,1,2,2,2,1,2,2,2,3,2,1
3738,1,3,5,1,1,3,1,1,1,2,9,2,3,1,4
3740,1,3,4,2,1,3,2,4,5,2,2,2,3,1,0
3743,1,3,5,2,1,1,1,1,1,1,2,2,3,1,0
3745,1,2,4,2,2,3,2,5,4,2,1,1,2,1,0
3758,2,1,2,2,1,3,2,4,1,1,2,2,2,2,0
3760,2,4,4,2,2,3,2,8,5,2,2,3,2,1,0
3761,1,3,4,2,1,3,2,3,5,2,2,3,3,1,0
3762,2,4,4,2,2,3,2,,5,2,2,2,3,1,0
3768,2,3,2,2,1,3,2,3,5,1,2,1,2,2,3
3769,1,3,2,2,1,1,7,2,1,2,2,1,1,2,6
3771,1,2,4,2,1,3,2,2,1,2,2,1,3,1,
3773,1,2,2,2,1,3,1,2,1,2,1,2,1,3,4
3775,1,3,2,2,1,3,2,5,,2,2,1,1,2,5
3779,2,3,4,2,1,3,2,2,1,1,2,2,3,1,7
3781,2,3,4,2,2,1,2,3,1,2,2,3,3,1,0
3783,1,3,2,2,1,3,2,4,5,2,2,1,1,2,1
3784,1,3,5,1,1,3,2,2,1,2,1,2,3,1,0
3788,2,2,2,2,1,2,2,2,1,1,2,1,2,2,0
3790,2,4,3,1,1,3,8,7,5,1,2,3,3,1,6
3792,2,2,2,2,2,2,2,5,5,1,1,2,2,3,0
3796,1,2,4,2,1,1,2,4,1,2,2,1,2,1,1
3801,2,1,4,2,1,1,2,3,5,2,2,2,3,1,6
3802,1,2,4,2,1,1,2,6,,2,2,1,2,1,0
3804,2,2,2,2,1,3,1,1,1,2,2,1,2,2,0
3805,2,2,2,2,1,3,1,2,1,2,2,1,1,3,0
3806,1,3,3,2,1,1,2,4,5,1,1,3,3,1,3
3807,1,2,4,2,1,3,1,2,1,2,2,1,2,1,0
3809,,3,1,2,1,3,1,2,1,2,2,2,3,3,1
3810,1,3,4,,1,2,2,4,5,1,2,2,3,1,0
3811,1,2,,2,1,1,2,2,1,2,2,1,3,,0
3812,1,3,3,2,1,1,2,1,1,1,2,2,3,1,0
3813,1,,3,1,1,1,2,,,2,2,2,2,1,0
3816,1,2,4,2,1,1,2,2,5,1,2,3,3,1,1
3819,1,3,2,2,1,3,1,3,1,2,2,2,1,3,0
3823,1,1,3,2,1,2,3,10,4,1,2,2,3,1,3
3826,1,4,3,2,,3,2,5,5,2,2,3,3,1,4
3827,,3,2,2,,3,2,5,,2,2,1,2,2,7
3829,1,3,2,2,1,3,2,4,1,2,1,1,1,2,0
3830,1,2,1,2,1,3,2,1,1,2,2,1,3,2,0
3831,1,3,,2,1,3,2,3,5,1,2,2,3,,6
3832,1,2,4,2,1,1,2,2,1,1,2,1,2,1,0
3833,1,2,2,2,1,1,2,4,5,2,2,3,2,2,0
3834,2,3,2,2,1,2,2,3,1,1,2,3,2,3,0
3836,2,2,4,2,1,3,2,3,1,2,2,2,2,1,4
3837,2,3,4,2,1,1,2,,5,2,2,2,2,1,0
3838,2,4,4,1,1,3,1,1,1,2,2,2,3,1,7
3840,1,3,3,1,2,3,3,8,2,2,2,2,3,1,0
3841,1,2,4,2,1,3,2,3,1,2,2,1,3,1,2
3842,1,2,4,2,1,3,2,4,5,2,2,3,3,1,1
3845,2,4,2,2,1,3,2,4,1,2,2,2,2,2,0
3846,2,2,2,2,1,3,2,2,1,1,2,1,2,3,6
3848,1,3,2,2,1,3,7,3,1,2,2,1,2,2,3
3849,2,4,4,2,1,3,2,2,1,2,9,3,3,1,2
3854,2,4,2,2,1,2,2,2,5,2,2,3,1,3,7
3858,2,4,3,1,2,2,2,3,,1,9,3,2,1,5
3866,1,4,2,2,1,1,2,5,5,1,2,2,2,2,0
3869,1,3,3,2,1,3,2,3,1,2,2,1,3,1,1
3876,1,4,3,2,1,3,7,2,1,2,9,3,3,1,7
3877,1,4,4,1,1,2,2,3,5,2,2,2,3,1,1
3883,,4,4,2,,2,2,3,5,1,9,3,3,1,8
3885,1,3,4,2,1,1,2,2,1,1,2,3,3,1,1
3886,1,1,2,2,1,3,1,2,1,2,2,1,1,2,0
3887,1,3,2,2,1,3,2,3,1,1,2,2,1,3,
3888,1,2,4,2,1,2,2,2,1,2,2,1,3,1,0
3890,2,4,3,2,1,3,2,1,1,1,2,2,3,1,2
3893,1,3,,2,1,1,2,2,1,1,2,3,3,,0
3894,1,2,2,2,1,2,2,5,5,1,2,1,1,2,1
3895,1,2,,2,,2,2,2,,2,2,3,3,,0
3899,2,3,2,2,1,3,2,3,,2,1,2,2,2,3
3901,1,1,2,2,1,3,2,2,1,2,2,1,1,3,1
3902,2,4,4,2,1,2,2,4,1,2,2,3,3,1,0
3905,1,2,5,2,1,2,2,1,1,2,2,2,3,1,0
3907,1,3,2,2,1,3,1,4,1,2,2,2,1,3,0
3909,1,2,3,2,1,3,2,2,1,2,2,2,2,1,1
3911,1,4,3,2,1,2,2,3,5,2,2,3,3,1,7
3912,1,2,4,2,2,3,2,3,5,1,2,1,3,1,0
3914,1,3,,2,2,3,2,1,1,2,1,2,3,,1
3916,2,4,4,2,2,2,2,1,5,2,2,1,3,1,7
3919,2,2,2,2,2,2,1,1,1,1,1,2,1,3,0
3920,2,4,,2,1,3,2,2,5,2,2,3,2,,
3921,2,3,2,2,1,2,2,5,4,2,2,1,1,3,1
3922,1,2,3,2,1,1,4,2,5,2,2,2,3,1,0
3923,2,3,2,2,2,1,2,4,5,2,1,1,1,2,6
3924,1,3,2,2,1,2,2,5,1,1,1,1,3,2,6
3929,1,3,2,2,,1,2,2,5,1,2,2,1,2,5
3931,2,3,4,2,2,3,2,4,1,1,1,3,3,1,1
3932,2,2,2,2,1,2,2,2,1,2,2,1,1,2,0
3933,2,3,2,2,2,2,2,,4,2,9,1,1,3,
3934,2,2,5,2,2,3,2,1,1,2,1,2,3,1,0
3936,1,2,4,2,1,1,2,2,1,2,2,1,2,1,5
3937,1,2,3,2,1,3,2,3,5,1,2,2,3,1,0
3938,1,1,3,2,1,1,1,1,5,1,2,1,1,1,0
3947,1,2,4,2,1,1,2,2,1,2,2,1,3,1,1
3955,2,3,2,2,1,2,2,3,3,1,2,2,1,2,5
3960,1,3,2,2,2,1,1,1,1,1,2,1,2,3,4
3965,1,3,4,2,1,3,2,,1,2,2,3,3,1,2
3977,1,2,,2,1,3,2,3,1,1,1,1,2,,0
3978,2,2,4,2,2,2,2,5,1,2,2,2,3,1,1
3980,1,3,4,1,1,1,2,4,5,1,2,3,3,1,0
3981,2,4,4,1,1,1,2,4,5,2,2,1,3,1,2
3982,1,3,4,2,1,3,1,3,1,1,2,1,2,1,7
3984,2,3,2,2,,3,2,3,5,2,9,2,1,3,8
3985,2,2,5,2,2,2,2,,1,2,1,3,2,1,0
3986,2,3,4,2,1,1,2,2,1,2,2,2,3,1,0
3992,2,2,4,2,1,3,2,4,1,1,2,1,2,1,0
3993,2,2,2,2,2,2,7,3,5,1,1,1,1,2,3
3996,1,2,4,2,1,3,2,2,1,1,2,3,3,1,3
3998,1,,4,2,1,3,2,6,5,1,2,3,3,1,6
4002,2,3,2,2,1,3,2,5,5,1,2,1,1,2,0
4003,1,1,2,2,,1,1,1,4,1,2,2,2,3,1
4006,2,4,2,2,,3,2,2,1,2,9,2,3,2,1
4008,1,3,4,2,2,1,2,,1,1,9,2,3,1,2
4009,2,4,2,2,1,3,2,3,5,2,2,2,1,2,0
4010,1,2,4,2,1,3,2,4,1,1,2,1,3,1,0
4012,1,3,2,2,1,2,2,,1,2,2,2,2,2,3
4017,1,4,2,2,1,3,2,2,5,2,2,1,2,2,3
4018,1,3,4,2,,2,2,2,,1,2,2,3,1,2
4022,2,3,4,2,1,3,2,4,1,2,1,1,3,1,0
4024,1,3,3,2,1,3,4,5,5,2,2,1,1,1,2
4025,1,3,4,2,1,2,2,4,5,2,2,1,3,1,1
4031,2,4,4,2,2,2,1,1,1,2,1,3,3,1,1
4033,2,3,2,2,2,3,2,6,1,2,2,1,2,2,1
4035,2,3,4,2,1,2,2,4,5,2,1,2,3,1,0
4036,2,4,2,2,1,2,2,3,5,2,2,1,2,2,5
4037,1,3,3,2,1,1,2,3,1,2,9,2,3,1,3
4040,2,3,1,1,1,1,2,2,5,2,2,2,3,3,3
4042,2,3,2,2,2,2,8,,,3,2,1,1,3,7
4045,1,3,4,1,1,3,2,4,5,1,2,1,3,1,1
4047,2,3,4,2,1,3,2,6,5,2,2,3,3,1,1
4051,1,3,3,2,1,3,1,2,1,1,2,3,2,1,1
4053,1,3,4,2,1,3,2,7,5,2,2,1,2,1,7
4056,1,3,2,2,1,1,2,3,1,1,1,1,2,2,7
4057,2,3,4,2,1,2,2,2,1,2,1,1,3,1,2
4060,1,1,3,2,1,,,5,1,2,2,2,2,1,0
4061,2,2,2,2,1,2,1,3,1,1,2,1,1,3,0
4062,1,3,2,2,1,1,2,3,1,1,2,2,1,2,1
4064,2,3,3,2,2,3,2,2,1,2,1,1,1,1,0
4068,2,4,4,1,1,1,1,10,1,1,1,3,3,1,0
4069,2,3,1,1,2,1,2,4,1,2,9,2,3,3,1
4071,2,2,2,2,2,2,2,4,1,1,1,1,2,3,0
4072,1,2,4,2,1,1,1,2,1,2,2,1,2,1,0
4075,1,2,,2,1,3,2,6,1,1,2,3,3,,0
4077,2,2,2,2,2,2,1,2,1,1,1,1,2,2,1
4079,2,3,,2,2,3,2,2,1,2,2,2,3,,6
4080,1,3,,2,2,3,2,4,,2,2,3,3,,0
4082,1,3,4,2,1,3,2,3,1,2,2,3,2,1,0
4085,2,2,,2,,3,2,4,1,1,1,2,3,,0
4092,1,4,3,2,1,1,2,2,5,2,2,2,3,1,3
4094,1,3,4,2,1,3,2,6,5,1,2,2,3,1,0
4096,1,3,,2,1,2,8,6,5,1,2,2,3,,0
4097,1,3,4,2,1,3,2,4,,2,2,3,3,1,0
4100,1,2,4,2,1,3,8,,5,1,9,3,3,1,4
4104,1,3,4,2,1,1,2,2,5,2,2,2,3,1,0
4105,1,2,4,2,1,3,2,6,1,2,2,1,2,1,0
4107,1,2,1,1,1,2,2,5,5,2,1,3,2,3,1
4109,2,3,4,1,1,1,2,3,1,2,2,3,3,1,0
4110,2,3,3,1,2,3,2,5,1,2,1,3,3,1,2
4111,2,2,3,2,1,3,2,2,1,2,1,1,3,1,0
4112,1,3,4,2,1,3,2,2,1,2,1,2,3,1,0
4113,1,3,3,2,1,3,2,,5,2,2,3,3,1,0
4115,1,2,2,2,1,3,2,,1,2,2,1,3,2,0
4116,1,3,,2,1,3,5,1,1,2,2,3,3,,0
4117,1,3,4,2,1,2,2,6,5,2,2,3,3,1,4
4119,,2,,2,,1,2,2,1,2,2,3,3,,1
4122,2,3,4,2,1,3,2,4,1,1,2,1,2,1,4
4125,1,3,4,2,1,1,2,5,1,2,2,3,3,1,0
4126,1,2,4,2,1,3,2,1,1,2,2,2,2,1,2
4130,1,2,2,2,1,2,2,3,1,2,2,1,2,2,6
4132,1,4,4,2,1,1,2,3,1,1,2,2,3,1,3
4133,1,3,5,2,1,2,2,3,1,1,1,2,2,1,4
4144,2,2,3,2,1,3,2,3,1,1,2,1,1,1,0
4145,2,2,4,2,1,1,2,4,1,2,2,2,2,1,0
4146,1,2,2,2,1,3,1,1,5,1,9,1,2,3,1
4147,1,2,4,2,2,1,2,7,1,3,2,3,2,1,
4154,2,2,1,1,1,3,2,1,5,1,2,2,3,3,
4155,2,2,2,2,2,1,2,1,1,2,1,1,1,2,0
4156,1,3,3,2,1,3,2,2,1,2,2,1,3,1,1
4165,1,3,,2,1,1,2,,1,1,9,3,3,,0
4166,2,3,5,1,,3,1,,1,2,9,2,3,1,5
4168,2,2,2,2,1,3,1,,1,2,9,1,1,2,2
4169,2,2,2,2,2,1,2,2,5,1,2,1,1,2,1
4170,1,2,4,2,1,3,2,4,1,1,2,1,2,1,0
4171,2,3,2,2,1,3,2,3,1,1,2,1,2,2,0
4172,2,2,2,2,2,3,2,4,1,1,1,1,1,2,0
4173,1,3,4,2,1,3,2,3,1,2,2,3,3,1,3
4174,2,3,2,2,1,2,2,5,1,1,2,1,1,3,0
4175,1,2,2,2,1,3,2,3,1,1,2,1,2,3,0
4183,1,2,4,2,1,2,2,3,1,2,2,2,3,1,3
4184,1,3,2,2,1,3,1,2,1,2,2,2,1,3,0
4189,1,2,2,2,1,1,2,5,1,2,2,1,2,2,5
4192,2,2,2,2,2,1,2,2,1,1,1,1,1,3,0
4198,2,2,3,2,1,1,2,4,1,2,2,1,3,1,4
4203,2,3,2,2,2,3,2,3,1,2,2,1,1,2,3
4205,1,2,4,2,1,1,2,3,1,1,2,1,2,1,0
4208,2,3,2,2,1,3,2,4,5,2,2,1,1,2,8
4212,1,2,1,1,1,3,2,1,1,2,2,2,3,3,1
4218,1,1,3,2,1,3,2,2,1,1,2,1,2,1,6
4219,2,2,2,2,1,3,2,7,1,2,2,1,1,3,2
4222,1,3,3,2,1,1,1,1,1,2,2,1,2,1,4
4223,2,3,2,2,1,2,1,3,1,2,2,2,2,3,7
4227,1,4,4,2,1,1,2,4,1,1,2,3,3,1,0
4228,2,3,2,2,1,3,8,4,5,1,2,2,2,2,7
4231,1,3,2,1,2,3,2,4,1,2,9,3,2,3,0
4232,2,3,2,2,1,3,2,2,5,2,2,1,2,2,6
4234,2,4,2,2,1,3,2,3,5,2,1,2,1,2,2
4241,2,2,2,2,2,3,5,4,5,1,1,1,1,3,1
4243,2,2,2,2,2,2,1,1,1,2,2,1,1,2,2
4244,2,3,2,2,2,2,1,2,1,1,1,1,1,3,5
4245,1,2,2,2,2,3,3,8,4,3,2,2,2,3,0
4246,1,2,2,2,1,1,2,4,5,1,2,1,2,2,3
4259,2,1,2,2,1,3,2,3,1,1,2,1,1,3,0
4262,2,2,4,2,1,3,2,3,1,2,2,1,3,1,0
4267,2,3,2,2,1,3,2,2,5,2,2,2,1,3,0
4268,2,2,3,2,2,3,1,2,1,1,2,1,2,1,1
4273,2,3,2,2,1,3,1,2,1,2,2,1,1,2,5
4275,1,4,4,2,1,3,2,3,1,2,2,1,2,1,3
4276,1,2,2,2,1,3,1,4,1,2,2,1,1,2,0
4278,1,3,2,2,1,3,2,2,1,2,2,1,2,2,1
4279,2,4,1,2,2,3,2,2,1,2,1,2,2,3,2
4282,2,4,2,2,1,3,2,2,1,2,9,2,2,2,0
4290,2,3,2,2,2,3,2,1,,1,9,2,1,3,0
4297,1,2,2,2,1,3,7,5,5,2,2,3,1,3,0
4303,1,2,2,2,1,3,2,2,1,2,2,1,1,3,0
4310,2,2,4,2,2,3,1,1,1,1,1,1,2,1,2
4311,1,2,2,2,1,1,2,3,1,1,2,1,3,2,0
4314,1,3,2,2,1,1,2,8,5,2,2,1,3,2,2
4318,2,1,2,2,2,3,2,4,4,2,2,1,2,2,0
4320,1,4,4,2,1,3,2,4,1,1,9,3,3,1,0
4321,2,3,,2,1,3,2,1,5,2,9,3,3,,4
4322,1,2,2,2,1,3,2,5,1,1,2,1,2,2,7
4324,1,4,,2,1,1,2,,5,1,1,1,3,,6
4325,2,3,2,2,2,3,2,3,5,1,2,1,2,2,1
4328,2,3,1,1,1,3,2,4,5,2,2,2,2,3,5
4331,2,3,2,2,1,2,2,3,1,2,2,1,1,3,1
4333,1,3,2,2,1,3,1,1,1,1,2,1,2,2,0
4337,2,3,2,2,1,3,1,2,1,2,2,1,1,3,0
4339,2,3,2,2,2,3,1,1,1,1,1,2,1,2,0
4342,1,2,2,2,1,3,1,1,1,1,2,2,1,3,0
4345,1,3,4,2,1,1,2,2,4,1,2,3,3,1,4
4346,1,1,2,2,1,3,1,3,4,1,2,1,1,2,0
4351,1,2,2,2,1,3,2,1,5,2,2,1,1,2,0
4352,1,2,4,2,1,1,2,6,5,2,2,2,3,1,0
4353,1,2,2,2,1,3,1,3,1,2,2,1,1,2,0
4354,2,2,4,2,2,2,2,2,1,1,1,1,2,1,0
4356,1,1,2,2,1,3,,,1,,9,3,2,98,0
4357,2,3,2,2,1,1,1,1,1,2,2,1,1,3,1
4360,2,4,2,2,1,2,2,1,1,1,2,2,1,2,2
4362,1,3,2,2,1,1,1,1,4,1,2,1,2,2,0
4363,1,4,2,2,1,3,1,1,1,2,2,2,1,3,1
4366,2,2,2,2,2,3,2,5,5,1,2,1,2,2,8
4368,1,2,2,2,1,1,1,2,1,1,2,1,1,3,0
4370,2,3,2,2,1,2,2,5,5,2,2,2,2,3,1
4373,2,4,2,2,1,3,2,4,5,1,2,3,1,2,5
4375,1,3,1,2,1,1,2,1,1,1,2,3,3,3,1
4376,1,3,2,2,1,3,2,2,1,2,2,2,2,3,4
4378,2,2,3,2,2,3,2,3,1,2,1,2,2,1,0
4379,1,3,2,2,1,3,2,,,1,2,3,1,3,0
4381,1,2,,2,1,1,2,2,,2,2,1,2,,1
4384,2,2,2,2,2,1,1,4,1,1,1,1,1,3,0
4385,2,3,4,2,1,3,2,2,1,2,2,1,2,1,0
4386,1,2,4,2,1,3,2,1,1,1,9,3,3,1,0
4388,2,2,2,2,1,3,7,4,5,1,2,1,1,3,0
4393,2,2,2,2,2,3,1,3,1,1,1,2,1,3,0
4399,2,2,2,2,1,2,2,2,5,1,2,1,1,2,0
4402,1,3,2,2,1,2,2,10,1,2,2,2,2,2,1
4404,1,3,4,2,1,1,2,2,4,2,2,3,3,1,0
4406,2,4,2,2,1,1,1,3,1,3,2,1,1,3,6
4412,1,3,2,2,1,1,1,2,1,1,1,1,3,2,0
4414,2,4,2,2,1,3,2,2,2,2,2,3,2,2,7
